title
"title: Pokémon Master Journeys: The Series;actors: Ikue Otani, Sarah Natochenny, Zeno Robinson, Cherami Leigh, James Carter Cathcart, Michele Knotz, Rodger Parsons, Ray Chase, Casey Mongillo, Tara Sands;release_year: 2021;rating: TV-Y7;description: As Ash battles his way through the World Coronation Series, Goh continues his quest to catch every Pokémon. Together, they're on a journey to adventure!;"
"title: Prey;actors: David Kross, Hanno Koffler, Maria Ehrich, Robert Finster, Yung Ngo, Klaus Steinbacher, Livia Matthes, Nellie Thalbach;release_year: 2021;rating: TV-MA;description: A hiking trip into the wild turns into a desperate bid for survival for five friends on the run from a mysterious shooter.;"
"title: Titipo Titipo;actors: Jeon Hae-ri, Kim Eun-ah, Hong Bum-ki, Nam Do-hyeong, Um Sang-hyun;release_year: 2019;rating: TV-Y;description: Titipo the train is out to prove that he's got what it takes to help the folks of Train Village ride the rails safely and reliably.;"
"title: Blood Brothers: Malcolm X & Muhammad Ali;actors: Malcolm X, Muhammad Ali;release_year: 2021;rating: PG-13;description: From a chance meeting to a tragic fallout, Malcolm X and Muhammad Ali's extraordinary bond cracks under the weight of distrust and shifting ideals.;"
"title: Mighty Raju;actors: Julie Tejwani, Sabina Malik, Jigna Bhardwaj, Rupa Bhimani, Lalit Agarwal, Rajesh Shukla, Rajesh Kava;release_year: 2017;rating: TV-Y7;description: Born with superhuman abilities, young Raju wants to use his powers to make the world a better place — but that will mean facing plenty of challenges!;"
"title: Paradise Hills;actors: Emma Roberts, Danielle Macdonald, Awkwafina, Eiza González, Milla Jovovich, Jeremy Irvine, Arnaud Valois, Daniel Horvath;release_year: 2019;rating: TV-MA;description: Uma wakes up in a lush tropical facility designed to turn willful girls into perfect ladies. That’s bad enough, but its real purpose is even worse.;"
title: The Women and the Murderer;actors: empty;release_year: 2021;rating: TV-14;description: This documentary traces the capture of serial killer Guy Georges through the tireless work of two women: a police chief and a victim's mother.;
"title: Into the Night;actors: Pauline Etienne, Laurent Capelluto, Stefano Cassetti, Mehmet Kurtuluş, Babetida Sadjo, Jan Bijvoet, Ksawery Szlenkier, Vincent Londez, Regina Bikkinina, Alba Gaïa Kraghede Bellugi, Nabil Mallat;release_year: 2021;rating: TV-MA;description: Passengers and crew aboard a hijacked overnight flight scramble to outrace the sun as a mysterious cosmic event wreaks havoc on the world below.;"
"title: JJ+E;actors: Elsa Öhrn, Mustapha Aarab, Jonay Pineda Skallak, Magnus Krepper, Loreen, Albin Grenholm, Simon Mezher, Elsa Bergström Terent, Josef Kadim, Yohannes Frezgi;release_year: 2021;rating: TV-MA;description: Elisabeth and John-John live in the same city, but they inhabit different worlds. Can a passionate first love break through class and cultural barriers?;"
"title: Show Dogs;actors: Will Arnett, Ludacris, Natasha Lyonne, Stanley Tucci, Jordin Sparks, Gabriel Iglesias, Shaquille O'Neal, Omar Chaparro, Alan Cumming, Andy Beckwith, Delia Sheppard, Kerry Shale;release_year: 2018;rating: PG;description: A rough and tough police dog must go undercover with an FBI agent as a prim and proper pet at a dog show to save a baby panda from an illegal sale.;"
"title: The Circle;actors: Michelle Buteau;release_year: 2021;rating: TV-MA;description: Status and strategy collide in this social experiment and competition show where online players flirt, befriend and catfish their way toward $100,000.;"
"title: If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd;actors: Ronnie Van Zandt, Gary Rossington, Allen Collins, Leon Wilkeson, Bob Burns, Billy Powell, Ed King, Artimus Pyle, Steve Gaines, Johnny Van Zant;release_year: 2018;rating: TV-MA;description: Using interviews and archival footage, this documentary charts the story of the legendary Southern rockers with a focus on front man Ronnie Van Zant.;"
"title: Kid Cosmic;actors: Jack Fisher, Tom Kenny, Amanda C. Miller, Kim Yarbrough, Keith Ferguson, Grey Griffin, Lily Rose Silver;release_year: 2021;rating: TV-Y7;description: A boy's superhero dreams come true when he finds five powerful cosmic stones. But saving the day is harder than he imagined — and he can't do it alone.;"
"title: Octonauts: Above & Beyond;actors: Antonio Aakeel, Chipo Chung, Simon Foster, Teresa Gallagher, Simon Greenall, Kate Harbour, Paul Panting, Rob Rackstraw, William Vanderpuye, Helen Walsh, Keith Wickham, Andres Williams, Jo Wyatt;release_year: 2021;rating: TV-Y;description: The Octonauts expand their exploration beyond the sea — and onto land! With new rides and new friends, they'll protect any habitats and animals at risk.;"
"title: On the Verge;actors: Julie Delpy, Elisabeth Shue, Sarah Jones, Alexia Landeau, Mathieu Demy, Troy Garity, Timm Sharp, Giovanni Ribisi;release_year: 2021;rating: TV-MA;description: Four women — a chef, a single mom, an heiress and a job seeker — dig into love and work, with a generous side of midlife crises, in pre-pandemic LA.;"
"title: Tobot Galaxy Detectives;actors: Austin Abell, Travis Turner, Cole Howard, Anna Cummer, Jesse Inocalla, Brian Dobson, Michael Adamthwaite, Joseph Girgis, Caitlyn Bairstow;release_year: 2019;rating: TV-Y7;description: An intergalactic device transforms toy cars into robots: the Tobots! Working with friends to solve mysteries, they protect the world from evil.;"
"title: Untold: Breaking Point;actors: empty;release_year: 2021;rating: TV-MA;description: Under pressure to continue a winning tradition in American tennis, Mardy Fish faced mental health challenges that changed his life on and off the court.;"
"title: Countdown: Inspiration4 Mission to Space;actors: empty;release_year: 2021;rating: TV-14;description: From training to launch to landing, this all-access docuseries rides along with the Inspiration4 crew on the first all-civilian orbital space mission.;"
"title: Shadow Parties;actors: Jide Kosoko, Omotola Jalade-Ekeinde, Yemi Blaq, Sola Sobowale, Ken Erics, Toyin Aimakhu, Segun Arinze, Jibola Dabo, Rotimi Salami, Pa Jimi Solanke, Rachael Okonkwo, Bassey Okon, Lucien Morgan, Magdalena Korpas;release_year: 2020;rating: TV-MA;description: A family faces destruction in a long-running conflict between communities that pits relatives against each other amid attacks and reprisals.;"
"title: Tayo the Little Bus;actors: Robyn Slade, Kami Desilets;release_year: 2016;rating: TV-Y;description: As they learn their routes around the busy city, Tayo and his little bus friends discover new sights and go on exciting adventures every day.;"
"title: Angamaly Diaries;actors: Antony Varghese, Reshma Rajan, Binny Rinky Benjamin, Vineeth Vishwam, Kichu Tellus, Sreekanth Dasan, Sarath Kumar, Tito Wilson, Anandhu, Bitto Davis, Sinoj Varghese;release_year: 2017;rating: TV-14;description: After growing up amidst the gang wars of his hometown, Vincent forms an entrepreneurial squad of his own and ends up on the wrong side of the law.;"
"title: Bunk'd;actors: Peyton List, Karan Brar, Skai Jackson, Miranda May, Kevin G. Quinn, Nathan Arenas, Nina Lu;release_year: 2021;rating: TV-G;description: The Ross siblings of Disney's hit series ""Jessie"" spend a summer full of fun and adventure at Maine's Camp Kikiwaka, where their parents first met.;"
"title: A Champion Heart;actors: Mandy Grace, David de Vos, Donna Rusch, Devan Key, Isabella Mancuso, Ariana Guido;release_year: 2018;rating: G;description: When a grieving teen must work off her debt to a ranch, she cares for a wounded horse that teaches her more about healing than she expected.;"
"title: Dive Club;actors: Aubri Ibrag, Sana'a Shaik, Miah Madden, Mercy Cornwall, Georgia-May Davis, Ryan Harrison, Josh Heuston, Alexander Grant;release_year: 2021;rating: TV-G;description: On the shores of Cape Mercy, a skillful group of teen divers investigate a series of secrets and signs after one of their own mysteriously goes missing.;"
"title: La casa de papel;actors: Úrsula Corberó, Itziar Ituño, Álvaro Morte, Paco Tous, Enrique Arce, Pedro Alonso, María Pedraza, Alba Flores, Miguel Herrán, Jaime Lorente, Esther Acebo, Darko Peric, Kiti Mánver;release_year: 2021;rating: TV-MA;description: Eight thieves take hostages and lock themselves in the Royal Mint of Spain as a criminal mastermind manipulates the police to carry out his plan.;"
"title: Money Heist: From Tokyo to Berlin;actors: empty;release_year: 2021;rating: TV-MA;description: The filmmakers and actors behind ""Money Heist"" characters like Tokyo and the Professor talk about the emotional artistic process of filming the series.;"
"title: Sharkdog;actors: Liam Mitchell, Dee Bradley Baker, Grey Griffin, Josh McDermitt, Kari Wahlgren, Judy Alice Lee, Ali Mawji;release_year: 2021;rating: TV-Y;description: Half shark, half dog with a big heart and a belly full of fish sticks! Together, Sharkdog and his human pal Max can take on any silly or messy adventure.;"
"title: Worth;actors: Michael Keaton, Stanley Tucci, Amy Ryan, Shunori Ramanathan, Ato Blankson-Wood, Tate Donovan, Laura Benanti, Chris Tardio;release_year: 2021;rating: PG-13;description: In the wake of the Sept. 11 attacks, a lawyer faces an emotional reckoning as he attempts to put a dollar value on the lives lost. Based on real events.;"
"title: Afterlife of the Party;actors: Victoria Justice, Midori Francis, Robyn Scott, Adam Garcia, Timothy Renouf, Gloria Garcia, Myfanwy Waring, Spencer Sutherland;release_year: 2021;rating: TV-PG;description: Cassie lives to party... until she dies in a freak accident. Now this social butterfly needs to right her wrongs on Earth if she wants to earn her wings.;"
"title: Anjaam;actors: Madhuri Dixit, Shah Rukh Khan, Tinnu Anand, Johny Lever, Kalpana Iyer, Himani Shivpuri, Sudha Chandran, Beena, Kiran Kumar;release_year: 1994;rating: TV-14;description: A wealthy industrialist’s dangerous obsession with a flight attendant destroys her world, until she takes matters into her own hands to exact revenge.;"
"title: Bright Star;actors: Abbie Cornish, Ben Whishaw, Paul Schneider, Kerry Fox, Edie Martin, Thomas Brodie-Sangster, Claudie Blakley, Gerard Monaco, Antonia Campbell-Hughes, Samuel Roukin;release_year: 2009;rating: PG;description: This drama details the passionate three-year romance between Romantic poet John Keats – who died tragically at age 25 – and his great love and muse.;"
"title: Dhanak;actors: Krrish Chhabria, Hetal Gada, Vipin Sharma, Gulfam Khan, Suresh Menon, Vijay Maurya, Rajiv Lakshman, Ninad Kamat;release_year: 2015;rating: TV-PG;description: A movie-loving 10-year-old and her blind little brother trek to meet Indian superstar Shah Rukh Khan for help in getting the boy an eye operation.;"
title: Final Account;actors: empty;release_year: 2021;rating: PG-13;description: This documentary stitches together never-before-seen interviews with the last living generation of people who participated in Hitler's Third Reich.;
"title: Gurgaon;actors: Akshay Oberoi, Pankaj Tripathi, Ragini Khanna, Aamir Bashir, Shalini Vatsa, Ashish Verma;release_year: 2017;rating: TV-14;description: When the daughter of a wealthy family returns from college, she gets a frosty welcome from her brother, who has problems – and plans – of his own.;"
"title: Here and There;actors: Janine Gutierrez, JC Santos, Victor Anastacio, Yesh Burce, Lotlot De Leon;release_year: 2020;rating: TV-MA;description: After meeting through a heated exchange on social media, two people with different backgrounds begin an online romance in the midst of a pandemic.;"
"title: Heroes of Goo Jit Zu;actors: Jon Allen, Kellen Goff, Joe Hernandez, Kaiji Tang;release_year: 2021;rating: TV-Y7;description: After a meteor crash, a group of zoo animals transforms into squishy, gooey and stretchy superheroes with special powers and soon takes on evildoers.;"
"title: Hotel Del Luna;actors: Lee Ji-eun, Yeo Jin-goo, Shin Jung-geun, Seo Yi-sook, Bae Hae-sun, Pyo Ji-hoon, Cho Hyun-chul, Kang Hong-suk, Lee Do-hyun, Lee Tae-seon, Kang Mina, Park You-na, Oh Ji-ho;release_year: 2019;rating: TV-14;description: When he's invited to manage a hotel for dead souls, an elite hotelier gets to know the establishment's ancient owner and her strange world.;"
"title: In the Cut;actors: Meg Ryan, Mark Ruffalo, Jennifer Jason Leigh, Nick Damici, Sharrieff Pugh, Kevin Bacon, Yaani King Mondschein, Heather Litteer;release_year: 2003;rating: R;description: After embarking on an affair with the cop probing the murder of a young woman, an insular schoolteacher suspects her lover was involved in the crime.;"
"title: Luv Kushh;actors: empty;release_year: 2012;rating: TV-Y7;description: Based on the last book of the epic Ramayana, this series follows the endeavors and adventures of Lord Rama’s twin sons through their childhood.;"
"title: Pororo - The Little Penguin;actors: empty;release_year: 2013;rating: TV-Y7;description: On a tiny island, Pororo the penguin has fun adventures with his friends Eddy the fox, Loopy the beaver, Poby the polar bear and Crong the dinosaur.;"
"title: Q-Force;actors: Sean Hayes, Wanda Sykes, Laurie Metcalf, David Harbour, Gary Cole, Patti Harrison, Matt Rogers;release_year: 2021;rating: TV-MA;description: A gay superspy and his scrappy LGBTQ squad fight to prove themselves to the agency that underestimated them. Today, West Hollywood… tomorrow, the world!;"
"title: Shikara;actors: Aadil Khan, Sadia Khateeb, Zain Khan Durrani, Priyanshu Chatterjee, Bhavna Chauhan, Ashwin Dhar, Farid Azad Khan, Saghar Sehrai;release_year: 2020;rating: TV-14;description: A couple must strive to remain resilient after regional hostilities drive them from their beloved home into a refugee camp.;"
"title: A Cinderella Story;actors: Hilary Duff, Chad Michael Murray, Jennifer Coolidge, Dan Byrd, Regina King, Julie Gonzalo, Lin Shaye, Madeline Zima, Andrea Avery, Mary Pat Gleason, Paul Rodriguez, Whip Hubley, Kevin Kilner, Erica Hubbard, Simon Helberg;release_year: 2004;rating: PG;description: Teen Sam meets the boy of her dreams at a dance before returning to toil in her stepmother's diner. Can her lost cell phone bring them together?;"
"title: Agatha Christie's Crooked House;actors: Glenn Close, Terence Stamp, Max Irons, Gillian Anderson, Christina Hendricks, Stefanie Martini, Julian Sands, Honor Kneafsey, Christian McKay, Amanda Abbington;release_year: 2017;rating: PG-13;description: When a detective investigates the death of his ex-lover's grandfather, he uncovers secrets about the tycoon's manipulative family.;"
"title: An Unfinished Life;actors: Robert Redford, Jennifer Lopez, Morgan Freeman, Josh Lucas, Damian Lewis, Camryn Manheim, Becca Gardner, Lynda Boyd, Rob Hayter, P. Lynn Johnson;release_year: 2005;rating: PG-13;description: A grieving widow and her daughter move in with her estranged father-in-law in Wyoming, where time allows them to heal and forgive.;"
